,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64
1820,X1:0.11889,X2:0.40884,X3:0.16775,X4:1.4948,X5:-4.3225,,X7:0.14766,X8:1.446,X9:1.3662,X10:0.59116,X11:0.14847,X12:0.43556,X13:0.14198,X14:0.14766,X15:769.32,X16:0.47445,X17:2.446,X18:0.14766,X19:0.10808,X20:48.518,X21:0.97109,X22:0.13878,X23:0.08702,X24:0.27311,X25:0.56316,X26:0.40407,X27:170.3,X28:0.34011,X29:4.9634,X30:0.29524,X31:0.10868,X32:100.86,X33:3.6261,X34:3.0068,X35:0.13931,X36:1.3777,X37:5.2264,X38:0.65338,X39:0.10197,X40:0.017236,X41:0.073628,X42:0.10158,X43:133.83,X44:85.312,X45:0.65465,X46:0.95916,X47:53.921,X48:0.092465,X49:0.067682,X50:1.2395,X51:0.33901,X52:0.27578,X53:1.1985,X54:1.3247,X55:15420,X56:0.10197,X57:0.2011,X58:0.89283,X59:0.10524,X60:7.523,X61:4.2784,X62:90.572,X63:4.0299,X64:2.7698
1821,X1:-0.6233,X2:0.87148,X3:0.12197,X4:1.5341,X5:-4.8109,X6:-0.54598,X7:-0.60351,X8:0.14748,X9:0.42344,X10:0.12852,X11:-0.47347,X12:-2.643,X13:-1.4028,X14:-0.60351,X15:-535.5,X16:-0.6816,X17:1.1475,X18:-0.60351,X19:-1.4253,X20:48.619,X21:1.2334,X22:-0.47347,X23:-1.472,X24:-0.62209,X25:0.12852,X26:-0.70431,X27:-3.6409,X28:0.18773,X29:6.3165,X30:2.0581,X31:-1.4253,X32:320.94,X33:3.3725,X34:0.88366,X35:0.16375,X36:0.42344,X37:0.45699,X38:0.77166,X39:0.38671,X40:0.30178,X41:-0.062612,X42:-1.1182,X43:242.57,X44:193.95,X45:-11.051,X46:1.2871,X47:26.733,X48:-0.48299,X49:-1.1406,X50:0.40197,X51:0.22834,X52:0.29651,X53:0.19782,X54:1.1877,X55:1.5341,X56:0.38671,,X58:2.1068,X59:5.004,X60:7.5074,X61:1.882,X62:196.83,X63:1.8544,X64:0.65175
1822,X1:0.019979,X2:0.76432,X3:0.29956,X4:1.5792,X5:-101.7,X6:-0.06316,X7:0.019979,X8:0.30835,X9:2.1484,X10:0.23568,X11:0.037021,X12:0.038628,X13:0.11214,X14:0.019979,X15:1158,X16:0.3152,X17:1.3084,X18:0.019979,X19:0.009299,X20:89.785,X21:1.0398,,X23:0.009299,X24:0.13053,X25:0.20432,X26:0.3152,,X28:1.6348,X29:3.6796,X30:0.35202,X31:0.027468,X32:177.13,X33:2.0606,X34:1.3944,X35:0.037064,X36:2.1484,X37:1.6552,X38:0.40984,X39:0.017251,X40:0.03431,X41:0.11532,,X43:135.75,X44:45.961,X45:0.037804,X46:0.55738,X47:181,X48:-0.22094,X49:-0.10284,X50:1.0686,X51:0.5172,X52:0.48529,X53:1.2862,X54:2.2367,X55:1432.6,X56:0.50394,X57:0.084771,X58:0.50446,X59:0.73898,X60:4.0653,X61:7.9415,X62:87.868,X63:4.1539,X64:11.725
1823,X1:0.094071,X2:0.38179,X3:0.41748,X4:2.0935,X5:37.352,X6:0.28343,X7:0.11844,X8:1.5672,X9:1.0699,X10:0.59833,X11:0.11844,X12:0.31022,X13:0.070604,X14:0.11844,X15:946.57,X16:0.3856,X17:2.6193,X18:0.11844,X19:0.056801,X20:29.205,X21:1.0229,X22:0.11924,X23:0.045115,X24:0.35248,X25:0.59833,X26:0.32178,X27:0.6118,X28:2.0798,X29:4.7191,X30:0.12562,X31:0.056801,X32:71.502,X33:5.1048,X34:0.31231,X35:0.11924,X36:2.117,,X38:0.59833,X39:0.057184,X40:0.44857,X41:0.0848,X42:0.057184,X43:109.93,X44:80.728,X45:0.56385,X46:1.6565,X47:31.245,X48:0.090455,X49:0.043381,X50:2.0935,X51:0.38179,X52:0.19589,X53:2.9807,X54:2.9807,X55:21864,X56:0.065309,X57:0.15722,X58:0.93469,,X60:12.498,X61:4.5214,X62:66.832,X63:5.4615,X64:10.388
1824,X1:0.018176,X2:0.52506,X3:-0.2083,X4:0.48675,X5:-145.12,X6:0.12955,X7:0.021106,X8:0.89965,X9:1.0449,X10:0.47237,X11:0.021106,X12:0.052004,X13:0.067703,X14:0.021106,X15:3395.1,X16:0.10751,X17:1.9046,X18:0.021106,X19:0.025314,X20:17.63,X21:0.84219,X22:0.044367,X23:0.0218,X24:0.1514,X25:0.47237,X26:0.10193,X27:0.55605,X28:-0.25958,X29:4.725,X30:0.62833,X31:0.025314,X32:185.66,X33:1.966,X34:0.0845,X35:0.044367,X36:0.85767,X37:1.3194,X38:0.59157,X39:0.053214,X40:0.14784,X41:0.21656,X42:0.053214,X43:60.215,X44:42.585,X45:0.45134,X46:0.38753,X47:18.422,X48:0.009025,X49:0.010825,X50:0.37624,X51:0.40585,X52:0.50865,X53:0.58866,X54:0.73721,X55:-11058,X56:0.043013,X57:0.038479,X58:0.95699,X59:0.25236,X60:20.703,X61:8.5712,X62:177.67,X63:2.0544,X64:1.039
1825,X1:0.006592,X2:0.30954,X3:0.25986,X4:1.8709,X5:8.5504,X6:0.023314,X7:0.00867,X8:1.8796,X9:0.98433,X10:0.58181,X11:0.00867,X12:0.029056,X13:0.022078,X14:0.00867,X15:1600.7,X16:0.22802,X17:3.2306,X18:0.00867,X19:0.002712,X20:20.96,X21:1.0972,X22:-0.004063,X23:0.002062,X24:0.03009,X25:0.58181,X26:0.22131,X27:-0.01251,X28:0.58825,X29:4.1433,X30:0.06276,X31:0.002712,X32:33.534,X33:10.885,X34:-0.013127,X35:-0.004063,X36:3.2746,X37:33.609,X38:0.59296,X39:-0.001271,X40:0.36699,X41:0.17592,X42:-0.001271,X43:51.234,X44:30.274,X45:0.035907,X46:1.2556,X47:20.632,X48:-0.065975,X49:-0.020637,X50:1.8035,X51:0.29839,X52:0.091873,X53:1.3171,X54:1.3423,X55:3614.1,X56:-0.015924,X57:0.01133,X58:1.0159,X59:0.01916,X60:17.414,X61:12.057,X62:34.068,X63:10.714,X64:7.2369
1826,X1:0.096655,X2:0.091573,X3:0.6558,X4:8.3125,X5:236.04,X6:0.31629,X7:0.11977,X8:9.9202,X9:1.1331,X10:0.90843,X11:0.11977,X12:1.3355,X13:0.14752,X14:0.11977,X15:250.15,X16:1.4591,X17:10.92,X18:0.11977,X19:0.13224,X20:56.452,X21:1.234,X22:0.11966,X23:0.10672,X24:0.36554,X25:0.90843,X26:1.2066,X27:1.497,X28:2.5766,X29:5.1197,X30:0.088768,X31:0.13224,X32:40.952,X33:8.9128,X34:1.3067,X35:0.11966,X36:0.92136,X37:320.15,X38:0.91032,X39:0.13211,X40:0.13251,X41:0.022552,X42:0.13211,X43:295.63,X44:239.18,X45:0.69,X46:6.7505,X47:63.966,X48:0.10582,X49:0.11683,X50:8.1408,X51:0.089682,X52:0.1122,X53:3.5692,X54:3.5766,X55:86388,X56:0.11748,X57:0.1064,X58:0.88252,X59:0.002082,X60:6.4657,X61:1.526,X62:36.141,X63:10.099,X64:3.5586
1827,X1:0.06509,X2:0.26735,X3:0.46888,X4:2.7572,X5:46.413,,X7:0.081605,X8:2.7404,X9:1.8558,X10:0.73265,X11:0.088762,X12:0.30583,X13:0.054792,X14:0.081605,X15:959.64,X16:0.38035,X17:3.7404,X18:0.081605,X19:0.043972,X20:46.84,X21:0.94506,X22:0.079927,X23:0.035073,X24:0.17798,X25:0.29304,X26:0.31858,X27:11.168,X28:1.7742,X29:4.31,X30:0.036689,X31:0.043972,X32:54.769,X33:6.6643,X34:6.6515,X35:0.077574,X36:1.8558,,X38:0.73265,X39:0.0418,X40:0.76192,X41:0.089109,X42:0.043068,X43:104.71,X44:57.872,X45:0.27331,X46:1.8647,X47:48.883,X48:0.059847,X49:0.032248,X50:2.7519,X51:0.26684,X52:0.15005,X53:2.7722,X54:2.7722,X55:9572.5,X56:0.0418,X57:0.088842,X58:0.95641,,X60:7.7925,X61:6.307,X62:52.48,X63:6.955,X64:7.0222
1828,X1:-0.10537,X2:0.53629,X3:-0.045578,X4:0.91478,X5:-56.068,X6:-0.10537,X7:-0.10994,X8:0.8646,X9:0.9504,X10:0.46367,X11:-0.10994,X12:-0.20557,X13:-0.066747,X14:-0.10994,X15:-2055.9,X16:-0.17754,X17:1.8647,X18:-0.10994,X19:-0.077072,X20:47.199,X21:0.71351,X22:-0.082947,X23:-0.073868,X24:-0.10994,X25:0.46367,X26:-0.16902,,X28:-0.089234,X29:3.9698,X30:0.37528,X31:-0.077072,X32:130.06,X33:2.8064,X34:-0.15467,X35:-0.082947,X36:1.4481,X37:205.69,X38:0.46515,X39:-0.058149,X40:0.004456,X41:-0.25846,X42:-0.058149,X43:124.57,X44:77.374,X45:-0.57124,X46:0.56987,X47:44.858,X48:-0.097675,X49:-0.068474,X50:0.91225,X51:0.53481,X52:0.35632,X53:0.90779,X54:0.91069,X55:-425.13,X56:-0.052186,X57:-0.22725,X58:1.0522,X59:0.003196,X60:7.7332,X61:4.7174,X62:136.85,X63:2.6672,X64:2.7927
1829,X1:0.063263,X2:0.52474,X3:0.015615,X4:1.0352,X5:-18.175,X6:0.039803,X7:0.066335,X8:0.76427,X9:1.0376,X10:0.40104,X11:0.066335,X12:0.14963,X13:0.033423,X14:0.066335,X15:2144.6,X16:0.1702,X17:1.9057,X18:0.066335,X19:0.024825,X20:19.463,X21:1.0304,X22:0.087293,X23:0.023676,X24:0.045285,X25:0.40104,X26:0.16434,X27:0.33897,X28:0.028861,X29:4.9581,X30:0.1849,X31:0.024825,X32:62.836,X33:5.8087,X34:0.16636,X35:0.087293,X36:2.6858,X37:3.888,X38:0.48244,X39:0.032669,X40:0.073671,X41:0.15645,X42:0.032669,X43:58.231,X44:38.768,X45:0.44401,X46:0.71384,X47:20.195,X48:0.064321,X49:0.024071,X50:0.87464,X51:0.44334,X52:0.17215,X53:0.74123,X54:0.89168,X55:1418,X56:0.036239,X57:0.15775,X58:0.96376,X59:0.20297,X60:18.754,X61:9.415,X62:60.559,X63:6.0272,X64:4.9387
1830,X1:0.14817,X2:0.35656,X3:0.26826,X4:1.8731,X5:-0.007903,,X7:0.18218,X8:1.8045,X9:2.099,X10:0.64344,X11:0.22147,X12:0.59292,X13:0.10715,X14:0.18218,X15:578.65,X16:0.63078,X17:2.8045,X18:0.18218,X19:0.086795,X20:36.393,X21:1.3414,X22:0.17522,X23:0.070592,X24:0.22261,X25:0.37756,X26:0.5354,X27:4.4598,X28:0.63199,X29:3.5098,X30:0.1371,X31:0.095641,X32:56.469,X33:6.4638,X34:5.5701,X35:0.11293,X36:2.099,X37:23.183,X38:0.65923,X39:0.053801,X40:0.41598,X41:0.054534,X42:0.083475,X43:77.853,X44:41.46,X45:0.708,X46:1.1919,X47:38.462,X48:0.13249,X49:0.063118,X50:1.6141,X51:0.30727,X52:0.15471,X53:1.5159,X54:1.5531,X55:867.72,X56:0.053801,X57:0.23029,X58:0.91751,X59:0.024552,X60:10.029,X61:8.8037,X62:53.431,X63:6.8313,X64:4.945
1831,X1:0.002358,X2:0.53313,X3:0.17889,X4:1.5445,X5:-106.77,X6:0.086788,X7:0.002905,X8:0.87571,X9:0.68575,X10:0.46687,X11:0.018914,X12:0.008842,X13:0.012223,X14:0.002905,X15:23217,X16:0.015722,X17:1.8757,X18:0.002905,X19:0.004236,X20:198.45,X21:0.60028,X22:0.016064,X23:0.003438,X24:0.34998,X25:0.45919,X26:0.014695,X27:1.0034,X28:0.3632,X29:3.8139,X30:0.71059,X31:0.004236,X32:181.41,X33:2.012,X34:1.24,X35:0.024662,X36:0.68575,,X38:0.46687,X39:0.035964,X40:0.14103,X41:0.825,X42:0.023425,X43:245.44,X44:46.987,X45:0.006323,X46:0.40971,X47:205.85,X48:0.010587,X49:0.015439,X50:0.95184,X51:0.32856,X52:0.49701,X53:0.94787,X54:0.94787,X55:1165.5,X56:0.035964,X57:0.00505,X58:0.99578,,X60:1.8393,X61:7.7681,X62:174.88,X63:2.0871,X64:1.3923
1832,X1:0.060729,X2:0.098835,X3:0.59536,X4:7.0238,X5:-17.253,X6:0.31566,X7:0.060729,X8:9.0039,X9:1.0265,X10:0.8899,X11:0.060729,X12:0.61445,X13:0.097353,X14:0.060729,X15:441.84,X16:0.82609,X17:10.118,X18:0.060729,X19:0.072411,X20:274.59,X21:0.97378,X22:0.060025,X23:0.072411,X24:0.31566,X25:0.8899,X26:0.82609,X27:0.73468,X28:1.9468,X29:4.2148,X30:0.089962,X31:0.072411,X32:44.154,X33:8.2666,X34:0.60733,X35:0.060025,X36:0.88557,,X38:0.8899,X39:0.071572,X40:0.26268,X41:0.040144,X42:0.071572,X43:290.82,X44:16.231,X45:0.096252,X46:0.64002,X47:281.86,X48:0.039107,X49:0.04663,X50:7.0238,X51:0.098835,X52:0.12097,X53:2.91,X54:2.91,X55:9762.9,X56:0.025801,X57:0.068242,X58:0.9742,,X60:1.3292,X61:22.488,X62:43.014,X63:8.4855,X64:2.7425
1833,X1:0.27056,X2:0.53463,X3:-0.12592,X4:0.76446,X5:-38.801,X6:0.25789,X7:0.29616,X8:0.74572,X9:1.1475,X10:0.39868,X11:0.29616,X12:0.55395,X13:0.2168,X14:0.29616,X15:375.21,X16:0.97279,X17:1.8705,X18:0.29616,X19:0.12346,X20:11.116,X21:1.799,X22:0.32862,X23:0.11278,X24:0.29744,X25:0.39868,X26:0.92491,X27:1.572,X28:-0.21296,X29:4.6123,X30:0.21359,X31:0.12346,X32:93.347,X33:3.9101,X34:0.61468,X35:0.32862,X36:2.4268,,X38:0.39868,X39:0.13699,X40:0.045746,X41:0.03181,X42:0.13699,X43:58.465,X44:47.348,X45:3.7032,X46:0.62781,X47:12.756,X48:0.1047,X49:0.043646,X50:0.76446,X51:0.53463,X52:0.25575,X53:0.67424,X54:0.67424,X55:-5157.4,X56:0.12857,X57:0.67863,X58:0.87143,,X60:32.834,X61:7.7088,X62:81.346,X63:4.487,X64:4.0569
1834,X1:0.098588,X2:0.12841,X3:0.38435,X4:3.9931,X5:68.583,X6:0.19088,X7:0.098588,X8:6.7873,X9:2.0443,X10:0.87159,X11:0.10647,X12:0.76774,X13:0.10565,X14:0.098588,X15:217,X16:1.682,X17:7.7873,X18:0.098588,X19:0.048225,X20:5.7397,X21:1.2923,X22:0.10154,X23:0.048225,X24:0.33425,X25:0.50524,X26:1.682,X27:12.89,X28:0.78885,X29:3.7899,X30:-0.0125,X31:0.048225,X32:24.086,X33:15.154,X34:15.154,X35:0.098385,X36:2.0443,,X38:0.87159,X39:0.048125,X40:1.229,X41:0.01955,X42:0.04967,X43:63.373,X44:57.633,X45:3.0667,X46:3.7427,X47:6.0299,X48:-0.015861,X49:-0.007759,X50:3.9931,X51:0.12841,X52:0.06599,X53:1.7889,X54:1.7889,X55:2369.6,X56:0.048125,X57:0.11311,X58:0.95201,,X60:63.592,X61:6.3332,X62:22.927,X63:15.92,X64:4.1958
1835,X1:0.32805,X2:0.26587,X3:0.52347,X4:3.249,X5:130.17,,X7:0.36394,X8:2.7612,X9:1.603,X10:0.73413,X11:0.36394,X12:1.5636,X13:0.23249,X14:0.36394,X15:260.39,X16:1.4017,X17:3.7612,X18:0.36394,X19:0.22703,,X21:1.0605,X22:0.14784,X23:0.20464,X24:0.71078,X25:0.65247,X26:1.2668,,X28:2.1474,X29:3.7412,X30:-0.14774,X31:0.22703,X32:58.389,X33:6.2511,X34:5.4724,X35:0.14805,X36:1.603,,X38:0.73413,X39:0.092358,X40:2.1621,X41:0.056599,X42:0.092222,X43:57.606,X44:57.606,,X46:3.249,,X48:0.13909,X49:0.086765,X50:2.8443,X51:0.23275,X52:0.15997,X53:3.0115,X54:3.0115,X55:2884.9,X56:0.092358,X57:0.44686,X58:0.80019,,,X61:6.3362,X62:52.997,X63:6.8872,X64:6.5759
1836,X1:0.21482,X2:0.30771,X3:0.4181,X4:2.3692,X5:0.86927,X6:0.037094,X7:0.26668,X8:2.2498,X9:1.2981,X10:0.69229,X11:0.26764,X12:0.8733,X13:0.21653,X14:0.26668,X15:399.58,X16:0.91347,X17:3.2498,X18:0.26668,X19:0.20543,X20:116.85,X21:1.3197,X22:0.24344,X23:0.16549,,X25:0.58676,X26:0.74495,X27:253.52,X28:1.5119,X29:4.2357,X30:0.2162,X31:0.20617,X32:105.22,X33:3.4688,X34:3.4424,X35:0.23887,X36:1.2981,,X38:0.69229,X39:0.18401,X40:0.088602,X41:0.03978,X42:0.18753,X43:195.81,X44:78.964,X45:0.51693,X46:1.0083,X47:143.2,X48:0.22903,X49:0.17643,X50:2.3511,X51:0.30537,X52:0.28828,X53:2.5034,X54:2.5034,X55:7194.9,X56:0.18401,X57:0.31031,X58:0.80086,,X60:3.1237,X61:4.6224,X62:85.862,X63:4.251,X64:4.6942
1837,X1:0.12012,X2:0.23294,X3:0.54554,X4:3.6133,X5:50.063,X6:0.2,X7:0.14931,X8:2.9808,X9:1.0957,X10:0.69437,X11:0.14931,X12:0.71522,X13:0.10636,X14:0.14931,X15:466.44,X16:0.78253,X17:4.2929,X18:0.14931,X19:0.087121,X20:68.063,X21:1.1905,X22:0.13933,X23:0.070091,X24:0.25317,X25:0.69437,X26:0.65724,X27:0.89081,X28:2.2203,X29:4.3907,X30:0.03651,X31:0.087121,X32:48.715,X33:7.4925,X34:0.59813,X35:0.13933,X36:1.7395,X37:17.972,X38:0.71856,X39:0.081301,X40:0.87861,X41:0.044445,X42:0.081301,X43:121.59,X44:53.523,X45:0.37587,X46:2.0824,X47:74.576,X48:0.10635,X49:0.062057,X50:3.2381,X51:0.20876,X52:0.13347,X53:2.8261,X54:2.9245,X55:13414,X56:0.087337,X57:0.17299,X58:0.91266,X59:0.034836,X60:5.3627,X61:6.8195,X62:44.461,X63:8.2095,X64:6.975
1838,X1:-0.014735,X2:0.20582,X3:0.24799,X4:2.7533,X5:26.579,X6:-0.017418,X7:-0.009723,X8:3.7647,X9:1.1029,X10:0.77485,X11:-0.009723,X12:-0.068739,X13:0.078971,X14:-0.009723,X15:747.17,X16:0.48851,X17:4.8586,X18:-0.009723,X19:-0.007637,X20:47.096,X21:0.89858,X22:0.00758,X23:-0.011573,X24:-0.028106,X25:0.77485,X26:0.46415,X27:0.06566,X28:0.40617,X29:4.7275,X30:0.10606,X31:-0.007637,X32:44.724,X33:8.1612,X34:0.036826,X35:0.00758,X36:1.2862,X37:3.4975,X38:0.83923,X39:0.005953,X40:0.54727,X41:0.057419,X42:0.005953,X43:89.452,X44:42.356,X45:-0.089696,X46:1.5918,X47:51.944,X48:-0.10269,X49:-0.080655,X50:1.8921,X51:0.14145,X52:0.12253,X53:1.2691,X54:1.3745,X55:13242,X56:0.093334,X57:-0.019017,X58:0.90667,X59:0.083082,X60:7.7501,X61:8.6174,X62:40.55,X63:9.0013,X64:2.0853
1839,X1:0.33954,X2:0.49427,X3:0.46144,X4:1.9336,X5:44.572,,X7:0.42197,X8:1.0232,X9:2.6486,X10:0.50573,X11:0.50814,X12:0.85372,X13:0.16337,X14:0.42197,X15:416.93,X16:0.87545,X17:2.0232,X18:0.42197,X19:0.15931,X20:26.501,X21:1.774,X22:0.46088,X23:0.12819,X24:0.54941,X25:0.5012,X26:0.70869,X27:5.3485,X28:10.419,X29:4.0517,X30:0.003236,X31:0.16048,X32:82.615,X33:4.4181,X34:4.4181,X35:0.46492,X36:2.6486,,X38:0.50573,X39:0.17553,X40:0.98285,X41:0.034934,X42:0.17401,X43:64.758,X44:38.257,X45:1.7656,X46:1.5445,X47:32.143,X48:0.45014,X49:0.16995,X50:1.9336,X51:0.49427,X52:0.22634,X53:11.419,X54:11.419,X55:5197.8,X56:0.17553,X57:0.67139,X58:0.84457,,X60:13.773,X61:9.5408,X62:68.114,X63:5.3587,X64:59.802
1840,X1:0.013816,X2:0.36276,X3:0.19848,X4:1.9853,X5:-61.62,,X7:0.015177,X8:1.7567,X9:0.52272,X10:0.63724,X11:0.033426,X12:0.07534,X13:0.19569,X14:0.015177,X15:1294.4,X16:0.28198,X17:2.7567,X18:0.015177,X19:0.029035,X20:185.97,X21:0.91642,X22:0.033388,X23:0.026431,X24:0.05275,X25:0.32304,X26:0.27823,X27:1.8296,X28:0.33076,X29:5.2809,X30:0.69024,X31:0.062211,X32:147.5,X33:2.4746,X34:1.3742,X35:0.024223,X36:0.52272,X37:0.87613,X38:0.78973,X39:0.046341,X40:0.022477,X41:0.10035,X42:0.063873,X43:276.1,X44:90.128,X45:0.051876,X46:0.66321,X47:195.01,X48:-0.053726,X49:-0.10278,X50:1.1025,X51:0.20145,X52:0.40411,X53:1.0619,X54:1.3161,X55:37901,X56:0.046341,X57:0.021681,X58:0.97152,X59:0.23929,X60:1.9627,X61:4.0498,X62:140.66,X63:2.5948,X64:0.87109
1841,X1:0.012415,X2:0.71549,X3:0.12004,X4:1.3498,X5:-48.933,X6:-0.10825,X7:0.016691,X8:0.39764,X9:1.4698,X10:0.28451,X11:0.091651,X12:0.048635,X13:0.044112,X14:0.016691,X15:4028,X16:0.090616,X17:1.3976,X18:0.016691,X19:0.011356,X20:74.864,X21:1.0998,X22:0.091533,X23:0.008447,X24:0.2472,X25:-0.017927,X26:0.08464,X27:1.2211,X28:0.22363,X29:4.8674,X30:0.48014,X31:0.020012,X32:90.296,X33:4.0423,X34:1.9389,X35:0.082495,X36:1.4698,X37:0.65138,X38:0.53286,X39:0.056128,X40:0.030306,X41:0.17075,X42:0.062277,X43:112.45,X44:37.591,X45:0.041184,X46:0.47137,X47:79.316,X48:0.043389,X49:0.029521,X50:0.64743,X51:0.34319,X52:0.24739,X53:0.53004,X54:0.99272,X55:8845.8,X56:0.056128,X57:0.043637,X58:0.98874,X59:0.87291,X60:4.8755,X61:9.7098,X62:85.228,X63:4.2827,X64:2.7382
1842,X1:0.085121,X2:0.28593,X3:0.62907,X4:3.2001,X5:25.321,,X7:0.093283,X8:2.4974,X9:8.0537,X10:0.71407,X11:0.11105,X12:0.32625,X13:0.021016,X14:0.093283,X15:616.59,X16:0.59197,X17:3.4974,X18:0.093283,X19:0.011583,,X21:1.1119,X22:0.11105,X23:0.010569,X24:0.085995,X25:0.50492,X26:0.56343,X27:6.2494,X28:7.4007,X29:2.5024,X30:0.013702,X31:0.013789,X32:13.134,X33:27.791,X34:27.791,X35:0.10736,X36:8.0537,,X38:0.71407,X39:0.013331,X40:0.8781,X41:0.050959,X42:0.013789,X43:30.09,X44:30.09,,X46:3.2001,,X48:0.035075,X49:0.004355,X50:3.2001,X51:0.28593,X52:0.035982,X53:8.4007,X54:8.4007,X55:200.01,X56:0.013331,X57:0.11921,X58:0.98842,,,X61:12.13,X62:12.958,X63:28.167,X64:94.748
1843,X1:0.053241,X2:0.22734,X3:0.3384,X4:2.5439,X5:56.945,X6:0.14204,X7:0.067461,X8:3.3714,X9:1.052,X10:0.76645,X11:0.067461,X12:0.30777,X13:0.091982,X14:0.067461,X15:641.19,X16:0.56926,X17:4.3988,X18:0.067461,X19:0.047949,X20:33.604,X21:1.1497,X22:0.068071,X23:0.037842,X24:0.1826,X25:0.76645,X26:0.5067,X27:0.50899,X28:0.76492,X29:4.7147,X30:0.061818,X31:0.047949,X32:59.823,X33:6.1014,X34:0.29943,X35:0.068071,X36:1.4144,X37:52.555,X38:0.7746,X39:0.048382,X40:0.67289,X41:0.057483,X42:0.048382,X43:106.39,X44:72.789,X45:0.41103,X46:1.9529,X47:35.352,X48:0.00612,X49:0.00435,X50:2.4527,X51:0.21919,X52:0.1639,X53:1.7325,X54:1.7509,X55:17546,X56:0.049446,X57:0.069464,X58:0.95055,X59:0.010627,X60:10.862,X61:5.0145,X62:56.865,X63:6.4188,X64:3.1802
1844,X1:0.039379,X2:0.19807,X3:0.24874,X4:2.7106,X5:-11.241,X6:0.26636,X7:0.051006,X8:3.7986,X9:1.0524,X10:0.7524,X11:0.051006,X12:0.35078,X13:0.10306,X14:0.051006,X15:571.41,X16:0.63877,X17:5.0486,X18:0.051006,X19:0.041545,X20:82.439,X21:0.9467,X22:0.062918,X23:0.032075,X24:0.3372,X25:0.7524,X26:0.58007,X27:0.53934,X28:0.41056,X29:4.3063,X30:0.14321,X31:0.041545,X32:45.495,X33:8.0228,X34:0.31765,X35:0.062918,X36:1.2518,X37:2.2188,X38:0.80506,X39:0.051248,X40:0.19097,X41:0.04704,X42:0.051248,X43:108.92,X44:26.485,X45:0.14201,X46:0.80364,X47:86.76,X48:-0.012599,X49:-0.010262,X50:1.9899,X51:0.14541,X52:0.12464,X53:1.2419,X54:1.3288,X55:5035.4,X56:0.049802,X57:0.052337,X58:0.9502,X59:0.069997,X60:4.4275,X61:13.781,X62:43.23,X63:8.4433,X64:2.0264
1845,X1:-0.1279,X2:0.69466,X3:-0.16664,X4:0.69994,X5:-56.153,,X7:-0.1279,X8:0.43954,X9:1.9073,X10:0.30534,X11:-0.11898,X12:-0.2303,X13:-0.053385,X14:-0.1279,X15:-2490.2,X16:-0.14658,X17:1.4395,X18:-0.1279,X19:-0.06706,X20:25.619,X21:0.75893,X22:-0.11902,X23:-0.06706,X24:-0.081808,X25:0.26836,X26:-0.14658,X27:-13.335,X28:-0.27261,X29:3.6168,X30:0.35047,X31:-0.06706,X32:100.11,X33:3.6461,X34:2.9149,X35:-0.11763,X36:1.9073,X37:1.8435,X38:0.44358,X39:-0.061674,X40:0.067509,X41:-0.24916,X42:-0.062401,X43:67.216,X44:41.597,X45:-0.95542,X46:0.45889,X47:24.131,X48:-0.1451,X49:-0.076076,X50:0.55958,X51:0.55536,X52:0.27427,X53:0.4995,X54:0.72566,X55:-689.59,X56:-0.061674,X57:-0.41889,X58:1.0671,X59:0.45277,X60:14.247,X61:8.7747,X62:106.28,X63:3.4343,X64:3.1202
1846,X1:0.22415,X2:0.14492,X3:0.69319,X4:5.7833,X5:93.174,,X7:0.29338,X8:5.9004,X9:2.2594,X10:0.85508,X11:0.31269,X12:2.0244,X13:0.15491,X14:0.29338,X15:151.12,X16:2.4153,X17:6.9004,X18:0.29338,X19:0.12985,X20:21.362,X21:1.0069,X22:0.31182,X23:0.099208,X24:0.75456,X25:0.61746,X26:1.9376,X27:16.152,X28:4.2818,X29:2.3565,X30:0.010235,X31:0.13228,X32:26.953,X33:13.542,X34:13.542,X35:0.29692,X36:2.2594,,X38:0.85508,X39:0.13141,X40:1.3075,X41:0.01311,X42:0.13801,X43:104.78,X44:83.422,X45:1.6951,X46:4.8708,X47:24.593,X48:0.25518,X49:0.11294,X50:5.7833,X51:0.14492,X52:0.073844,X53:5.2818,X54:5.2818,X55:157.53,X56:0.13141,X57:0.26214,X58:0.87114,,X60:17.087,X61:4.3754,X62:23.411,X63:15.591,X64:13.956
